Order Line,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Profit
2569,CA-2017-148929,2017-09-07,2017-09-11,Standard Class,SP-20620,OFF-ST-10003282,478.08,8,0,133.8624
2570,CA-2017-134404,2017-12-27,2017-12-27,Same Day,DR-12880,TEC-PH-10000576,164.388,2,0.4,-35.6174
2571,CA-2017-134404,2017-12-27,2017-12-27,Same Day,DR-12880,OFF-AR-10004441,13.248,4,0.2,3.6432
2572,CA-2017-109778,2017-07-16,2017-07-21,Standard Class,VM-21685,OFF-AR-10003759,2.912,2,0.2,0.91
2573,CA-2016-155845,2016-08-12,2016-08-15,Second Class,CM-12235,TEC-AC-10004145,1399.944,7,0.2,52.4979
2574,CA-2017-145128,2017-07-09,2017-07-14,Standard Class,SM-20320,FUR-FU-10000293,526.45,5,0,31.587
2575,CA-2014-129091,2014-11-22,2014-11-27,Standard Class,RA-19885,OFF-EN-10004955,16.23,3,0,7.9527
2576,CA-2014-129091,2014-11-22,2014-11-27,Standard Class,RA-19885,OFF-BI-10001071,319.9,5,0,156.751
2577,CA-2014-129091,2014-11-22,2014-11-27,Standard Class,RA-19885,OFF-EN-10001990,11.36,2,0,5.3392
2578,CA-2014-129091,2014-11-22,2014-11-27,Standard Class,RA-19885,OFF-AP-10002734,675.12,3,0,290.3016
2579,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,FUR-FU-10004587,62.82,3,0,30.7818
2580,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,OFF-ST-10004337,489.92,8,0,0
2581,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,OFF-PA-10003072,19.44,3,0,9.3312
2582,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,OFF-PA-10000380,16.68,2,0,8.34
2583,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,TEC-PH-10004833,155.35,13,0,0
2584,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,FUR-FU-10001847,12.42,3,0,4.4712
2585,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,TEC-PH-10002103,187.98,2,0,52.6344
2586,CA-2015-121041,2015-11-03,2015-11-10,Standard Class,CS-12250,OFF-EN-10001137,6.608,2,0.2,2.1476
2587,CA-2017-131695,2017-06-30,2017-07-06,Standard Class,RA-19285,OFF-ST-10001476,248.57,7,0,67.1139
2588,CA-2017-131695,2017-06-30,2017-07-06,Standard Class,RA-19285,FUR-FU-10002045,22.23,1,0,9.7812
2589,CA-2016-137729,2016-05-05,2016-05-09,Standard Class,BF-11005,OFF-ST-10001505,5.98,1,0,1.0166
2590,CA-2016-137729,2016-05-05,2016-05-09,Standard Class,BF-11005,TEC-PH-10001433,246.168,3,0.2,21.5397
2591,US-2016-115455,2016-09-08,2016-09-14,Standard Class,SE-20110,FUR-FU-10004671,14.136,2,0.6,-7.7748
2592,US-2016-115455,2016-09-08,2016-09-14,Standard Class,SE-20110,FUR-TA-10003569,601.47,3,0.5,-300.735
2593,CA-2017-128300,2017-11-24,2017-11-26,Second Class,RS-19765,TEC-PH-10002807,79.1,2,0,39.55
2594,CA-2017-128300,2017-11-24,2017-11-26,Second Class,RS-19765,OFF-BI-10001597,327.84,8,0,157.3632
2595,CA-2017-149048,2017-05-13,2017-05-17,Standard Class,BM-11650,OFF-EN-10003296,180.96,2,0,81.432
2596,CA-2017-149048,2017-05-13,2017-05-17,Standard Class,BM-11650,OFF-BI-10004632,914.97,3,0,411.7365
2597,CA-2017-149048,2017-05-13,2017-05-17,Standard Class,BM-11650,TEC-PH-10002310,587.97,3,0,158.7519
2598,CA-2017-149048,2017-05-13,2017-05-17,Standard Class,BM-11650,OFF-ST-10000078,530.34,2,0,95.4612
2599,CA-2017-149048,2017-05-13,2017-05-17,Standard Class,BM-11650,OFF-PA-10001752,14.94,3,0,7.3206
2600,CA-2017-108553,2017-04-23,2017-04-29,Standard Class,SK-19990,OFF-AP-10000026,121.94,2,0,35.3626
2601,CA-2017-108553,2017-04-23,2017-04-29,Standard Class,SK-19990,OFF-SU-10002573,122.71,7,0,36.813
2602,CA-2016-165848,2016-06-04,2016-06-04,Same Day,EN-13780,OFF-PA-10000349,14.94,3,0,7.0218
2603,CA-2016-165848,2016-06-04,2016-06-04,Same Day,EN-13780,TEC-MA-10003356,1349.85,3,0,364.4595
2604,CA-2016-165848,2016-06-04,2016-06-04,Same Day,EN-13780,FUR-BO-10000362,136.784,1,0.2,5.1294
2605,CA-2016-165848,2016-06-04,2016-06-04,Same Day,EN-13780,FUR-FU-10003878,61.12,4,0,20.7808
2606,CA-2014-112718,2014-12-16,2014-12-21,Standard Class,KN-16450,OFF-BI-10000591,1.167,1,0.7,-0.8558
2607,CA-2016-154053,2016-03-04,2016-03-10,Standard Class,MG-17890,OFF-AR-10003727,16.99,1,0,4.9271
2608,CA-2014-127446,2014-11-25,2014-11-30,Standard Class,MC-17590,TEC-AC-10001635,24.672,3,0.2,0
2609,CA-2014-127446,2014-11-25,2014-11-30,Standard Class,MC-17590,OFF-LA-10001317,2.52,1,0.2,0.882
2610,CA-2014-127446,2014-11-25,2014-11-30,Standard Class,MC-17590,FUR-TA-10000577,1218.735,5,0.3,-121.8735
2611,CA-2014-127446,2014-11-25,2014-11-30,Standard Class,MC-17590,OFF-LA-10000248,5.904,2,0.2,1.9926
2612,CA-2014-127446,2014-11-25,2014-11-30,Standard Class,MC-17590,OFF-PA-10000955,15.696,3,0.2,5.1012
2613,CA-2014-127446,2014-11-25,2014-11-30,Standard Class,MC-17590,FUR-FU-10000221,6.096,3,0.6,-3.9624
2614,CA-2016-137204,2016-04-28,2016-05-05,Standard Class,BO-11350,FUR-CH-10002304,41.568,2,0.2,2.598
2615,CA-2014-147298,2014-04-26,2014-05-03,Standard Class,AG-10300,FUR-CH-10004886,230.28,3,0.2,23.028
2616,CA-2014-147298,2014-04-26,2014-05-03,Standard Class,AG-10300,OFF-BI-10001525,18.288,6,0.2,5.715
2617,CA-2017-147942,2017-04-01,2017-04-05,Standard Class,MS-17365,OFF-LA-10003663,5.78,2,0,2.7166
2618,CA-2017-147942,2017-04-01,2017-04-05,Standard Class,MS-17365,OFF-BI-10001294,121.68,13,0.2,38.025
2619,CA-2017-115931,2017-12-22,2017-12-26,Standard Class,JM-15655,OFF-AR-10000369,4.17,3,0,1.0842
2620,CA-2017-115931,2017-12-22,2017-12-26,Standard Class,JM-15655,TEC-PH-10001300,67.04,4,0.2,6.704
2621,CA-2017-115931,2017-12-22,2017-12-26,Standard Class,JM-15655,OFF-ST-10000876,37.32,3,0,10.4496
2622,CA-2017-115931,2017-12-22,2017-12-26,Standard Class,JM-15655,OFF-LA-10001404,18.45,5,0,8.6715
2623,CA-2014-164861,2014-12-03,2014-12-06,Second Class,MC-17635,OFF-PA-10001972,25.92,4,0,12.4416
2624,CA-2017-127180,2017-10-22,2017-10-24,First Class,TA-21385,TEC-CO-10004722,11199.968,4,0.2,3919.9888
2625,CA-2017-127180,2017-10-22,2017-10-24,First Class,TA-21385,TEC-PH-10001494,2399.6,8,0,647.892
2626,CA-2017-127180,2017-10-22,2017-10-24,First Class,TA-21385,OFF-EN-10002500,63.9,5,0,28.755
2627,CA-2017-127180,2017-10-22,2017-10-24,First Class,TA-21385,TEC-PH-10003800,52.99,1,0,0.5299
2628,US-2017-165344,2017-11-13,2017-11-15,First Class,SB-20290,TEC-AC-10002399,60.864,4,0.2,9.1296
2629,US-2017-165344,2017-11-13,2017-11-15,First Class,SB-20290,TEC-MA-10002210,652.995,7,0.7,-935.9595
2630,US-2017-165344,2017-11-13,2017-11-15,First Class,SB-20290,OFF-BI-10003196,11.22,10,0.7,-7.48
2631,CA-2015-168186,2015-09-10,2015-09-15,Standard Class,AB-10150,OFF-PA-10000477,14.94,3,0,7.0218
2632,US-2017-110604,2017-05-15,2017-05-20,Standard Class,JF-15295,FUR-FU-10000076,39.96,2,0,17.1828
2633,US-2017-110604,2017-05-15,2017-05-20,Standard Class,JF-15295,FUR-CH-10002017,42.624,2,0.2,4.2624
2634,US-2017-110604,2017-05-15,2017-05-20,Standard Class,JF-15295,FUR-CH-10004287,220.96,1,0.2,24.858
2635,CA-2015-116750,2015-07-05,2015-07-10,Second Class,BF-10975,FUR-FU-10003829,4.928,2,0.2,0.7392
2636,CA-2015-116750,2015-07-05,2015-07-10,Second Class,BF-10975,OFF-BI-10004728,7.23,5,0.7,-5.784
2637,CA-2015-162369,2015-08-15,2015-08-19,Standard Class,TT-21265,OFF-ST-10000046,323.1,2,0,61.389
2638,CA-2017-108441,2017-06-12,2017-06-18,Standard Class,SB-20170,OFF-PA-10000697,19.04,4,0,9.3296
2639,CA-2017-108441,2017-06-12,2017-06-18,Standard Class,SB-20170,OFF-BI-10000848,13.128,3,0.2,4.2666
2640,CA-2017-108441,2017-06-12,2017-06-18,Standard Class,SB-20170,OFF-AR-10004691,64.14,3,0,16.6764
2641,CA-2017-108441,2017-06-12,2017-06-18,Standard Class,SB-20170,FUR-CH-10000595,858.24,4,0.1,143.04
2642,CA-2015-169740,2015-02-20,2015-02-25,Standard Class,LM-17065,TEC-AC-10000927,29.99,1,0,2.999
2643,CA-2016-124051,2016-12-29,2016-12-30,First Class,KA-16525,OFF-PA-10001289,186.048,6,0.2,67.4424
2644,CA-2016-149111,2016-04-17,2016-04-21,Second Class,BF-11170,TEC-PH-10003092,36.792,1,0.2,4.1391
2645,CA-2016-149111,2016-04-17,2016-04-21,Second Class,BF-11170,FUR-FU-10000206,18.624,8,0.2,6.2856
2646,CA-2014-131002,2014-09-07,2014-09-12,Second Class,TB-21400,FUR-FU-10004270,57.69,3,0,23.6529
2647,CA-2014-131002,2014-09-07,2014-09-12,Second Class,TB-21400,OFF-BI-10000948,42.81,3,0,20.1207
2648,CA-2014-131002,2014-09-07,2014-09-12,Second Class,TB-21400,OFF-PA-10000223,12.96,2,0,6.2208
2649,CA-2014-131002,2014-09-07,2014-09-12,Second Class,TB-21400,FUR-FU-10004665,821.88,6,0,213.6888
2650,CA-2014-131002,2014-09-07,2014-09-12,Second Class,TB-21400,TEC-PH-10000215,104.85,3,0,28.3095
2651,US-2016-146794,2016-09-26,2016-10-01,Standard Class,SH-19975,FUR-BO-10004467,424.9575,5,0.15,19.998
2652,CA-2017-112515,2017-09-17,2017-09-21,Second Class,AS-10225,OFF-BI-10000829,10.776,3,0.2,3.5022
2653,CA-2017-112515,2017-09-17,2017-09-21,Second Class,AS-10225,OFF-BI-10003712,11.784,3,0.2,4.2717
2654,CA-2017-112515,2017-09-17,2017-09-21,Second Class,AS-10225,OFF-PA-10000062,164.88,3,0,80.7912
2655,CA-2017-112515,2017-09-17,2017-09-21,Second Class,AS-10225,FUR-BO-10003404,1292.94,3,0,77.5764
2656,CA-2017-112515,2017-09-17,2017-09-21,Second Class,AS-10225,OFF-BI-10004233,25.584,2,0.2,8.9544
2657,CA-2017-112515,2017-09-17,2017-09-21,Second Class,AS-10225,OFF-ST-10001272,261.74,2,0,65.435
2658,CA-2017-112515,2017-09-17,2017-09-21,Second Class,AS-10225,OFF-LA-10001175,14.4,5,0,7.056
2659,CA-2016-150343,2016-08-16,2016-08-20,Standard Class,PK-19075,OFF-EN-10004030,10.86,3,0,5.1042
2660,CA-2015-135538,2015-12-24,2015-12-28,Standard Class,HR-14830,FUR-CH-10004287,883.84,4,0.2,99.432
2661,CA-2017-123372,2017-11-28,2017-12-02,Standard Class,DG-13300,TEC-PH-10002834,1979.89,11,0,494.9725
2662,CA-2017-123372,2017-11-28,2017-12-02,Standard Class,DG-13300,OFF-EN-10003055,79.96,2,0,35.982
2663,CA-2017-159604,2017-04-14,2017-04-15,First Class,CL-12700,OFF-BI-10003460,8.76,2,0,4.2048
2664,CA-2016-164784,2016-05-01,2016-05-04,First Class,HF-14995,OFF-LA-10001569,3.984,1,0.2,1.2948
2665,CA-2016-164784,2016-05-01,2016-05-04,First Class,HF-14995,FUR-TA-10004534,370.62,3,0.4,-142.071
2666,CA-2016-164784,2016-05-01,2016-05-04,First Class,HF-14995,OFF-BI-10002954,2.742,2,0.7,-2.0108
2667,CA-2016-111794,2016-10-01,2016-10-01,Same Day,HG-15025,TEC-AC-10003832,79.512,3,0.2,20.8719
2668,CA-2016-111794,2016-10-01,2016-10-01,Same Day,HG-15025,OFF-PA-10000474,28.352,1,0.2,9.5688
2669,US-2015-139759,2015-08-25,2015-08-30,Standard Class,NL-18310,FUR-CH-10002774,40.784,1,0.2,4.5882
2670,US-2015-139759,2015-08-25,2015-08-30,Standard Class,NL-18310,OFF-AP-10002765,105.96,4,0,29.6688
2671,CA-2014-126403,2014-09-09,2014-09-12,Second Class,RR-19525,OFF-PA-10001144,166.44,3,0,79.8912
2672,CA-2014-126403,2014-09-09,2014-09-12,Second Class,RR-19525,FUR-CH-10003761,785.88,6,0,212.1876
2673,CA-2014-126403,2014-09-09,2014-09-12,Second Class,RR-19525,OFF-PA-10004665,26.2,2,0,12.838
2674,CA-2014-126403,2014-09-09,2014-09-12,Second Class,RR-19525,OFF-ST-10000078,1325.85,5,0,238.653
2675,CA-2017-136875,2017-12-03,2017-12-03,Same Day,TC-21295,OFF-PA-10000357,166.44,3,0,79.8912
2676,CA-2017-132185,2017-11-27,2017-12-02,Standard Class,DB-13615,OFF-AR-10000422,8.76,5,0.2,0.7665
2677,CA-2017-132185,2017-11-27,2017-12-02,Standard Class,DB-13615,OFF-AP-10001205,43.584,1,0.2,4.3584
2678,US-2014-160780,2014-06-21,2014-06-21,Same Day,SV-20785,OFF-BI-10001116,11.088,7,0.7,-8.1312
2679,US-2014-160780,2014-06-21,2014-06-21,Same Day,SV-20785,OFF-BI-10002931,25.164,2,0.7,-16.776
2680,CA-2017-127026,2017-01-21,2017-01-27,Standard Class,MH-18115,OFF-BI-10000546,14.4,5,0,7.056
2681,CA-2017-127026,2017-01-21,2017-01-27,Standard Class,MH-18115,TEC-AC-10002049,619.95,5,0,111.591
2682,CA-2017-127026,2017-01-21,2017-01-27,Standard Class,MH-18115,OFF-BI-10001196,89.52,4,0,42.0744
2683,CA-2017-127026,2017-01-21,2017-01-27,Standard Class,MH-18115,TEC-MA-10002981,350.973,3,0.1,152.0883
2684,CA-2017-127026,2017-01-21,2017-01-27,Standard Class,MH-18115,TEC-PH-10003601,164.99,1,0,49.497
2685,CA-2017-137085,2017-06-29,2017-07-06,Standard Class,CT-11995,OFF-BI-10000632,312.552,9,0.2,101.5794
2686,CA-2016-133123,2016-09-06,2016-09-11,Standard Class,KB-16315,OFF-EN-10003055,95.952,3,0.2,29.985
2687,CA-2016-133123,2016-09-06,2016-09-11,Standard Class,KB-16315,OFF-BI-10001031,3.204,2,0.7,-2.4564
2688,US-2016-128195,2016-08-04,2016-08-05,First Class,RA-19285,OFF-BI-10002003,3.98,5,0.8,-6.567
2689,CA-2015-153220,2015-11-12,2015-11-14,First Class,YC-21895,OFF-PA-10003016,15.7,5,0,7.065
2690,CA-2014-123064,2014-06-30,2014-07-02,First Class,RA-19915,OFF-AR-10004582,5.248,4,0.2,1.64
2691,CA-2017-156412,2017-12-04,2017-12-08,Standard Class,CM-12160,OFF-BI-10004364,5.346,3,0.7,-4.455
2692,US-2016-144211,2016-08-28,2016-09-02,Standard Class,CS-12130,OFF-PA-10002246,15.48,3,0.2,5.6115
2693,US-2016-144211,2016-08-28,2016-09-02,Standard Class,CS-12130,TEC-PH-10002890,108.576,3,0.2,8.1432
2694,CA-2016-138079,2016-01-22,2016-01-28,Standard Class,AJ-10795,FUR-FU-10001475,109.9,5,0,37.366
2695,CA-2014-143182,2014-10-15,2014-10-20,Standard Class,DL-12865,FUR-FU-10004270,15.384,1,0.2,4.0383
2696,CA-2016-161662,2016-02-07,2016-02-09,First Class,BE-11410,OFF-PA-10003465,30.352,2,0.2,10.6232
2697,CA-2014-145317,2014-03-18,2014-03-23,Standard Class,SM-20320,TEC-MA-10003626,821.3,4,0.5,-16.426
2698,CA-2014-145317,2014-03-18,2014-03-23,Standard Class,SM-20320,TEC-MA-10002412,22638.48,6,0.5,-1811.0784
2699,CA-2014-145317,2014-03-18,2014-03-23,Standard Class,SM-20320,OFF-PA-10001804,21.376,4,0.2,7.4816
2700,CA-2014-145317,2014-03-18,2014-03-23,Standard Class,SM-20320,OFF-AR-10003183,8.016,3,0.2,1.002
2701,CA-2014-145317,2014-03-18,2014-03-23,Standard Class,SM-20320,FUR-FU-10004270,30.768,2,0.2,8.0766
2702,CA-2014-145317,2014-03-18,2014-03-23,Standard Class,SM-20320,OFF-FA-10003112,18.936,3,0.2,5.9175
2703,CA-2014-145317,2014-03-18,2014-03-23,Standard Class,SM-20320,FUR-FU-10001986,122.352,3,0.2,15.294
2704,CA-2014-143413,2014-05-24,2014-05-30,Standard Class,RP-19390,OFF-PA-10002319,116.28,3,0,56.9772
2705,CA-2017-156818,2017-07-11,2017-07-13,Second Class,JD-16015,TEC-AC-10002323,132.6,6,0,17.238
2706,CA-2017-155873,2017-06-16,2017-06-21,Standard Class,AB-10255,OFF-SU-10001165,16.68,2,0,4.3368
2707,CA-2017-155873,2017-06-16,2017-06-21,Standard Class,AB-10255,OFF-PA-10001246,19.44,3,0,9.3312
2708,CA-2017-155873,2017-06-16,2017-06-21,Standard Class,AB-10255,OFF-PA-10001815,192.16,4,0,92.2368
2709,CA-2015-121797,2015-01-30,2015-02-06,Standard Class,CC-12145,FUR-FU-10001876,227.36,7,0,81.8496
2710,CA-2015-121797,2015-01-30,2015-02-06,Standard Class,CC-12145,TEC-MA-10000488,1919.976,3,0.2,215.9973
2711,US-2015-120572,2015-12-11,2015-12-15,Standard Class,GH-14425,OFF-BI-10001098,12.828,2,0.7,-8.9796
2712,CA-2017-132430,2017-10-09,2017-10-11,First Class,CP-12085,FUR-FU-10003577,45.888,4,0.2,9.1776
2713,CA-2017-146031,2017-07-29,2017-08-01,Second Class,GM-14440,OFF-AR-10002656,60.12,9,0,22.2444
2714,CA-2014-110100,2014-04-25,2014-04-29,Standard Class,LC-16885,TEC-PH-10004531,302.376,3,0.2,37.797
2715,CA-2015-103723,2015-12-01,2015-12-06,Standard Class,BT-11305,OFF-AR-10003251,13.9,5,0,5.56
2716,CA-2014-127187,2014-12-04,2014-12-08,Standard Class,CP-12085,TEC-PH-10000673,129.98,2,0,62.3904
2717,CA-2017-128475,2017-08-26,2017-09-01,Standard Class,SC-20680,TEC-AC-10000158,71.98,2,0,15.1158
2718,CA-2014-100006,2014-09-07,2014-09-13,Standard Class,DK-13375,TEC-PH-10002075,377.97,3,0,109.6113
2719,CA-2017-144827,2017-12-21,2017-12-27,Standard Class,SE-20110,OFF-ST-10004340,124.36,2,0,33.5772
2720,CA-2014-110030,2014-12-06,2014-12-08,Second Class,LF-17185,FUR-FU-10002759,23.976,3,0.6,-14.3856
2721,CA-2014-121286,2014-11-04,2014-11-08,Second Class,ON-18715,OFF-FA-10000585,8.376,3,0.2,2.7222
2722,CA-2014-121286,2014-11-04,2014-11-08,Second Class,ON-18715,OFF-AP-10004859,58.24,5,0.2,5.096
2723,CA-2016-164735,2016-04-14,2016-04-19,Second Class,TB-21400,OFF-ST-10001558,81.2,5,0,12.18
2724,CA-2014-153479,2014-10-04,2014-10-08,Standard Class,DF-13135,OFF-LA-10004689,14.45,5,0,6.7915
2725,CA-2014-153479,2014-10-04,2014-10-08,Standard Class,DF-13135,OFF-BI-10002867,95.648,2,0.2,31.0856
2726,CA-2017-149888,2017-11-07,2017-11-13,Standard Class,EP-13915,TEC-PH-10003811,359.97,5,0.4,-71.994
2727,CA-2017-149888,2017-11-07,2017-11-13,Standard Class,EP-13915,FUR-TA-10000849,350.352,4,0.4,-140.1408
2728,CA-2017-119193,2017-12-22,2017-12-24,First Class,SK-19990,OFF-BI-10000848,1.641,1,0.7,-1.3128
2729,CA-2017-119193,2017-12-22,2017-12-24,First Class,SK-19990,TEC-PH-10003072,629.958,7,0.4,94.4937
2730,CA-2017-104801,2017-02-13,2017-02-19,Standard Class,FH-14350,OFF-AR-10001547,6.63,3,0,1.7901
2731,CA-2017-104801,2017-02-13,2017-02-19,Standard Class,FH-14350,TEC-AC-10001838,799.96,4,0,343.9828
2732,CA-2017-104801,2017-02-13,2017-02-19,Standard Class,FH-14350,FUR-FU-10004017,107.53,1,0,21.506
2733,CA-2014-107594,2014-07-02,2014-07-06,Standard Class,EH-13945,TEC-PH-10002923,73.98,2,0,19.9746
2734,CA-2014-107594,2014-07-02,2014-07-06,Standard Class,EH-13945,OFF-AR-10000716,5.58,1,0,2.1762
2735,CA-2015-129770,2015-02-21,2015-02-23,Second Class,JE-15715,OFF-PA-10000249,49.12,4,0,23.0864
2736,CA-2015-115798,2015-11-13,2015-11-19,Standard Class,KL-16645,TEC-PH-10003691,377.97,3,0,94.4925
2737,CA-2015-115798,2015-11-13,2015-11-19,Standard Class,KL-16645,OFF-PA-10001560,42.28,7,0,19.8716
2738,CA-2015-115798,2015-11-13,2015-11-19,Standard Class,KL-16645,FUR-BO-10004467,299.97,3,0,56.9943
2739,CA-2015-115798,2015-11-13,2015-11-19,Standard Class,KL-16645,TEC-PH-10001819,89.98,2,0,43.1904
2740,CA-2017-122707,2017-04-16,2017-04-18,First Class,EB-13750,OFF-SU-10000157,477.24,4,0,9.5448
2741,CA-2017-122707,2017-04-16,2017-04-18,First Class,EB-13750,TEC-AC-10004227,25.98,2,0,1.5588
2742,CA-2016-165015,2016-02-25,2016-02-27,Second Class,BD-11725,OFF-EN-10003134,46.72,5,0.2,17.52
2743,CA-2014-149244,2014-11-04,2014-11-08,Standard Class,MS-17530,FUR-FU-10004671,35.34,2,0,13.4292
2744,CA-2015-140144,2015-06-20,2015-06-25,Second Class,SC-20770,FUR-FU-10002253,257.64,6,0,100.4796
2745,CA-2015-140144,2015-06-20,2015-06-25,Second Class,SC-20770,TEC-PH-10002726,125.976,3,0.2,47.241
2746,CA-2017-163321,2017-08-07,2017-08-11,Second Class,FM-14380,TEC-AC-10004571,79.992,1,0.2,21.9978
2747,CA-2014-155887,2014-05-12,2014-05-17,Standard Class,KT-16480,FUR-TA-10002228,700.056,3,0.3,-130.0104
2748,US-2015-165449,2015-11-22,2015-11-26,Standard Class,AP-10720,TEC-AC-10004127,27.168,4,0.2,-1.3584
2749,CA-2015-110247,2015-12-04,2015-12-08,Standard Class,RH-19555,OFF-BI-10001553,8.226,3,0.7,-6.0324
2750,US-2014-141257,2014-06-08,2014-06-14,Standard Class,CS-11950,FUR-CH-10002758,585.552,3,0.2,73.194
2751,CA-2014-154669,2014-08-08,2014-08-11,Second Class,TM-21010,OFF-ST-10000532,423.28,11,0,110.0528
2752,CA-2014-158029,2014-05-26,2014-05-30,Standard Class,HF-14995,FUR-CH-10000988,225.296,2,0.2,22.5296
2753,CA-2015-155306,2015-04-17,2015-04-21,Standard Class,GA-14515,OFF-AR-10003251,5.56,2,0,2.224
2754,CA-2015-155306,2015-04-17,2015-04-21,Standard Class,GA-14515,TEC-AC-10003174,323.37,3,0,129.348
2755,CA-2015-155306,2015-04-17,2015-04-21,Standard Class,GA-14515,TEC-PH-10002310,783.96,5,0.2,68.5965
2756,CA-2015-155306,2015-04-17,2015-04-21,Standard Class,GA-14515,OFF-AP-10002651,1447.65,5,0,419.8185
2757,CA-2015-155306,2015-04-17,2015-04-21,Standard Class,GA-14515,OFF-PA-10001184,11.96,2,0,5.8604
2758,CA-2016-127775,2016-06-11,2016-06-13,Second Class,ES-14020,TEC-AC-10002402,239.97,3,0,71.991
2759,CA-2016-146171,2016-03-11,2016-03-15,Standard Class,JP-16135,FUR-FU-10004270,76.92,4,0,31.5372
2760,CA-2016-146171,2016-03-11,2016-03-15,Standard Class,JP-16135,OFF-ST-10001526,481.32,4,0,125.1432
2761,CA-2014-129574,2014-05-26,2014-05-29,First Class,Dp-13240,OFF-PA-10002893,48.4,5,0,23.232
2762,CA-2017-126536,2017-10-12,2017-10-14,First Class,NK-18490,TEC-AC-10003709,0.99,1,0,0.4356
2763,CA-2017-126536,2017-10-12,2017-10-14,First Class,NK-18490,OFF-BI-10001191,101.84,5,0.2,36.917
2764,CA-2017-165757,2017-06-22,2017-06-28,Standard Class,PL-18925,OFF-BI-10003166,10.332,3,0.7,-7.5768
2765,CA-2017-165757,2017-06-22,2017-06-28,Standard Class,PL-18925,OFF-BI-10003982,31.155,5,0.7,-23.8855
2766,CA-2017-165757,2017-06-22,2017-06-28,Standard Class,PL-18925,OFF-ST-10004835,8.928,2,0.2,0.6696
2767,CA-2017-167752,2017-01-15,2017-01-18,First Class,RW-19690,OFF-AP-10000159,34.384,1,0.2,3.8682
2768,CA-2017-167752,2017-01-15,2017-01-18,First Class,RW-19690,OFF-AP-10002945,1924.16,8,0.2,312.676
2769,US-2015-122140,2015-04-02,2015-04-07,Standard Class,MO-17950,OFF-AP-10001242,32.192,2,0.8,-80.48
2770,US-2015-122140,2015-04-02,2015-04-07,Standard Class,MO-17950,TEC-AC-10003038,50.12,7,0.2,-0.6265
2771,US-2015-122140,2015-04-02,2015-04-07,Standard Class,MO-17950,TEC-AC-10003289,47.976,3,0.2,1.7991
2772,CA-2016-163986,2016-09-03,2016-09-10,Standard Class,JJ-15445,OFF-ST-10000918,54.5,5,0,14.17
2773,CA-2017-158967,2017-12-10,2017-12-12,First Class,BT-11680,FUR-FU-10001940,19.104,3,0.2,5.7312
2774,CA-2016-131576,2016-11-22,2016-11-26,Standard Class,RD-19585,OFF-BI-10002852,49.44,3,0,24.2256
2775,CA-2017-143455,2017-11-11,2017-11-18,Standard Class,ML-17755,OFF-PA-10004451,10.368,2,0.2,3.6288
2776,CA-2016-144729,2016-10-21,2016-10-25,Standard Class,JE-15745,OFF-ST-10004804,154.44,3,0,1.5444
2777,CA-2015-127019,2015-12-21,2015-12-25,Standard Class,ER-13855,OFF-AP-10003971,60.984,7,0.2,4.5738
2778,CA-2015-138534,2015-07-17,2015-07-19,Second Class,JM-15535,FUR-BO-10003159,195.466,2,0.15,-13.7976
2779,CA-2017-108322,2017-04-30,2017-05-05,Standard Class,SS-20140,FUR-FU-10001935,23.68,8,0.2,6.216
2780,CA-2017-108322,2017-04-30,2017-05-05,Standard Class,SS-20140,TEC-AC-10003433,2.376,3,0.2,0.7425
2781,CA-2017-167668,2017-05-06,2017-05-08,First Class,TC-21295,OFF-LA-10004544,59.2,4,0,29.6
2782,CA-2017-146724,2017-11-20,2017-11-27,Standard Class,HG-15025,OFF-AR-10001026,22,10,0,9.68
2783,CA-2016-139878,2016-11-11,2016-11-16,Standard Class,LD-17005,TEC-PH-10001336,257.98,2,0,74.8142
2784,US-2016-106677,2016-11-05,2016-11-10,Standard Class,AS-10285,TEC-PH-10003187,23.988,2,0.4,-15.992
2785,CA-2016-116974,2016-10-09,2016-10-15,Standard Class,MP-17965,TEC-PH-10004897,23.976,4,0.4,-15.5844
2786,CA-2015-149972,2015-09-21,2015-09-23,First Class,CD-12790,FUR-CH-10004997,601.536,4,0.2,0
2787,CA-2015-149972,2015-09-21,2015-09-23,First Class,CD-12790,OFF-FA-10002763,7.9,2,0,2.528
2788,US-2014-117744,2014-12-02,2014-12-06,Standard Class,MD-17860,FUR-FU-10001588,58.36,5,0.6,-24.803
2789,US-2014-117744,2014-12-02,2014-12-06,Standard Class,MD-17860,OFF-AR-10000940,16.464,7,0.2,1.4406
2790,US-2014-117744,2014-12-02,2014-12-06,Standard Class,MD-17860,FUR-FU-10002759,39.96,5,0.6,-23.976
2791,CA-2014-125514,2014-09-21,2014-09-22,First Class,BM-11650,OFF-AP-10000358,25.96,2,0,7.5284
2792,CA-2014-125514,2014-09-21,2014-09-22,First Class,BM-11650,OFF-AP-10003281,36.27,3,0,10.881
