689,CVB Financial Corporation,CVBF,15.83,$1.68B,1680000000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cvbf
690,CVD Equipment Corporation,CVV,14.53,$89.22M,89220000,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cvv
691,Cyanotech Corporation,CYAN,8.25,$45.81M,45810000,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/cyan
692,CyberArk Software Ltd.,CYBR,70.35,$2.08B,2080000000,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cybr
693,Cyberonics Inc.,CYBX,58.3,$1.53B,1530000000,1993,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cybx
694,CyberOptics Corporation,CYBE,9.87,$65.5M,65500000,1987,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/cybe
695,Cyclacel Pharmaceuticals Inc.,CYCC,0.79,$18.15M,18150000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cycc
696,Cymabay Therapeutics Inc.,CBAY,12.7,$186.52M,186520000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbay
697,Cynosure Inc.,CYNO,30.58,$662M,662000000,2005,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cyno
698,Cypress Semiconductor Corporation,CY,14.95,$2.47B,2470000000,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/cy
699,CYREN Ltd.,CYRN,3.17,$84.29M,84290000,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cyrn
700,CyrusOne Inc,CONE,30.08,$1.16B,1160000000,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cone
701,Cytokinetics Incorporated,CYTK,7.94,$290.67M,290670000,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cytk
702,Cytori Therapeutics Inc,CYTX,0.55,$50.85M,50850000,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytx
703,Cytosorbents Corporation,CTSO,9.95,$244M,244000000,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ctso
704,CytRx Corporation,CYTR,3.18,$177.24M,177240000,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cytr
705,Daegis Inc,DAEG,0.7415,$12.15M,12150000,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/daeg
706,Daily Journal Corp. (S.C.),DJCO,189.25,$261.31M,261310000,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/djco
707,Daktronics Inc.,DAKT,12.68,$552.31M,552310000,1994,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/dakt
708,DARA Biosciences Inc.,DARA,0.89,$17.44M,17440000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dara
709,Data I/O Corporation,DAIO,3.161,$24.85M,24850000,1981,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/daio
710,Datalink Corporation,DTLK,12.11,$278.95M,278950000,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/dtlk
711,Dataram Corporation,DRAM,2.4,$6.22M,6220000,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/dram
712,Datawatch Corporation,DWCH,6.78,$76.96M,76960000,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dwch
713,Dave & Buster&#39;s Entertainment Inc.,PLAY,30.48,$1.22B,1220000000,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/play
714,Dawson Geophysical Company,DWSN,5.91,$43.34M,43340000,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dwsn
715,DBV Technologies S.A.,DBVT,23.34,$722.1M,722100000,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dbvt
716,Dealertrack Technologies Inc.,TRAK,44.95,$2.43B,2430000000,2005,Technology,EDP Services,http://www.nasdaq.com/symbol/trak
717,Dehaier Medical Systems Limited,DHRM,2.65,$15.48M,15480000,2010,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dhrm
718,Del Frisco&#39;s Restaurant Group Inc.,DFRG,19.72,$461.79M,461790000,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dfrg
719,Delcath Systems Inc.,DCTH,1.09,$10.58M,10580000,2000,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dcth
720,Delta Natural Gas Company Inc.,DGAS,20,$140.25M,140250000,1981,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/dgas
721,Denny&#39;s Corporation,DENN,11.75,$995.54M,995540000,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/denn
722,DENTSPLY International Inc.,XRAY,52.53,$7.43B,7430000000,1987,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xray
723,Depomed Inc.,DEPO,20.02,$1.18B,1180000000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/depo
724,Derma Sciences Inc.,DSCI,8.38,$211.58M,211580000,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dsci
725,Dermira Inc.,DERM,16,$393.6M,393600000,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/derm
726,Destination Maternity Corporation,DEST,16.41,$226.42M,226420000,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dest
727,Destination XL Group Inc.,DXLG,4.91,$248.85M,248850000,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dxlg
728,Deswell Industries Inc.,DSWL,1.89,$30.35M,30350000,1995,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/dswl
729,Dex Media Inc.,DXM,7.27,$128.16M,128160000,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/dxm
730,DexCom Inc.,DXCM,64.42,$4.93B,4930000000,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxcm
731,Diamond Foods Inc.,DMND,26.15,$821.53M,821530000,2005,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/dmnd
732,Diamond Hill Investment Group Inc.,DHIL,139.5,$462.47M,462470000,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/dhil
733,Diamondback Energy Inc.,FANG,75.09,$4.4B,4400000000,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/fang
734,Diana Containerships Inc.,DCIX,2.22,$162.41M,162410000,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dcix
735,Dicerna Pharmaceuticals Inc.,DRNA,26.02,$462.46M,462460000,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drna
736,Digi International Inc.,DGII,10.2,$248.45M,248450000,1989,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/dgii
737,Digimarc Corporation,DMRC,27.5,$211.58M,211580000,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dmrc
738,Digirad Corporation,DRAD,4.37,$72.48M,72480000,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/drad
739,Digital Ally Inc.,DGLY,11.04,$33.24M,33240000,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/dgly
740,Digital Turbine Inc.,APPS,3.32,$125.58M,125580000,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/apps
741,Dime Community Bancshares Inc.,DCOM,15.7,$578.59M,578590000,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/dcom
742,Diodes Incorporated,DIOD,28.15,$1.34B,1340000000,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/diod
743,Dipexium Pharmaceuticals Inc.,DPRX,13.63,$116.37M,116370000,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dprx
744,DIRECTV,DTV,87.26,$43.83B,43830000000,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/dtv
745,Discovery Communications Inc.,DISCA,30.93,$13.68B,13680000000,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disca
746,Discovery Laboratories Inc.,DSCO,1.52,$129.71M,129710000,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dsco
747,DISH Network Corporation,DISH,78.31,$17.47B,17470000000,1995,Consumer Services,Television Services,http://www.nasdaq.com/symbol/dish
748,Diversicare Healthcare Services Inc.,DVCR,10.11,$62.24M,62240000,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/dvcr
749,Diversified Restaurant Holdings Inc.,BAGR,4.8,$125.69M,125690000,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bagr
750,DLH Holdings Corp.,DLHC,2.13,$20.51M,20510000,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/dlhc
751,DNB Financial Corp,DNBF,22.5,$62.47M,62470000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dnbf
752,Dollar Tree Inc.,DLTR,77.69,$15.98B,15980000000,1995,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dltr
753,Donegal Group Inc.,DGICA,15.81,$425.8M,425800000,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgica
754,Dorchester Minerals L.P.,DMLP,23.98,$735.6M,735600000,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dmlp
755,Dorman Products Inc.,DORM,44.88,$1.6B,1600000000,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dorm
756,Dot Hill Systems Corporation,HILL,4.38,$265.11M,265110000,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/hill
757,Dover Saddlery Inc.,DOVR,4.71,$25.45M,25450000,2005,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/dovr
758,DragonWave Inc,DRWI,0.92,$69.26M,69260000,2009,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/drwi
759,Dreamworks Animation SKG Inc.,DWA,20.35,$1.73B,1730000000,2004,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/dwa
760,DryShips Inc.,DRYS,0.98,$671.36M,671360000,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/drys
761,DS Healthcare Group Inc.,DSKX,0.7753,$12.52M,12520000,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/dskx
762,DSP Group Inc.,DSPG,11.43,$247.03M,247030000,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/dspg
763,DT Asia Investments Limited,CADT,9.66,$86.24M,86240000,2014,Finance,Business Services,http://www.nasdaq.com/symbol/cadt
764,DTS Inc.,DTSI,30.65,$526.75M,526750000,2003,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/dtsi
765,Dunkin&#39; Brands Group Inc.,DNKN,46.38,$4.85B,4850000000,2011,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dnkn
766,Durect Corporation,DRRX,0.99,$112.54M,112540000,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drrx
767,DXP Enterprises Inc.,DXPE,47.11,$681.49M,681490000,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dxpe
768,Dyax Corp.,DYAX,15.95,$2.18B,2180000000,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/dyax
769,Dynamic Materials Corporation,BOOM,14.79,$206.75M,206750000,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/boom
770,Dynasil Corporation of America,DYSL,1.4,$22.92M,22920000,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dysl
771,Dynatronics Corporation,DYNT,3.85,$9.7M,9700000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dynt
772,Dynavax Technologies Corporation,DVAX,17.75,$46.67M,46670000,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dvax
773,E*TRADE Financial Corporation,ETFC,26.15,$7.56B,7560000000,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/etfc
774,E2open Inc.,EOPN,8.55,$250.69M,250690000,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/eopn
775,Eagle Bancorp Montana Inc.,EBMT,11.05,$42.72M,42720000,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ebmt
776,Eagle Bancorp Inc.,EGBN,36.37,$946.85M,946850000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/egbn
777,Eagle Bulk Shipping Inc.,EGLE,9.97,$379.31M,379310000,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/egle
778,Eagle Pharmaceuticals Inc.,EGRX,33.68,$472.75M,472750000,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/egrx
779,Eagle Rock Energy Partners L.P.,EROC,2.52,$403.51M,403510000,2006,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eroc
780,EarthLink Holdings Corp.,ELNK,4.6,$470.79M,470790000,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/elnk
781,East West Bancorp Inc.,EWBC,40.53,$5.82B,5820000000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ewbc
782,Eastern Company (The),EML,19.025,$118.4M,118400000,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/eml
783,Eastern Virginia Bankshares Inc.,EVBS,6.22,$74.09M,74090000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/evbs
784,eBay Inc.,EBAY,58.02,$70.21B,70210000000,1998,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ebay
785,Ebix Inc.,EBIX,28.13,$1.03B,1030000000,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ebix
786,Echelon Corporation,ELON,1.16,$50.99M,50990000,1998,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/elon
787,Echo Global Logistics Inc.,ECHO,27.76,$659.22M,659220000,2009,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/echo
788,Echo Therapeutics Inc.,ECTE,2.89,$36.51M,36510000,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ecte
789,EchoStar Corporation,SATS,55.31,$2.43B,2430000000,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sats
790,Ecology and Environment Inc.,EEI,10.26,$44M,44000000,1987,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/eei
791,EDAP TMS S.A.,EDAP,3.52,$87.26M,87260000,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/edap
792,Edgewater Technology Inc.,EDGW,7.23,$82.26M,82260000,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/edgw
793,Educational Development Corporation,EDUC,4.22,$16.97M,16970000,n/a,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/educ
794,eFuture Information Technology Inc.,EFUT,4.02,$16.04M,16040000,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/efut
795,eGain Corporation,EGAN,3.605,$96.2M,96200000,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/egan
796,Egalet Corporation,EGLT,14.5,$250.61M,250610000,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/eglt
797,eHealth Inc.,EHTH,10.47,$186.55M,186550000,2006,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ehth
798,El Pollo Loco Holdings Inc.,LOCO,24.78,$915.59M,915590000,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/loco
799,Elbit Imaging Ltd.,EMITF,1.75,$2.41M,2410000,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/emitf
800,Elbit Systems Ltd.,ESLT,64.29,$2.74B,2740000000,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/eslt
801,Eldorado Resorts Inc.,ERI,4.5499,$211.33M,211330000,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/eri
802,Electro Rent Corporation,ELRC,13.03,$314.09M,314090000,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/elrc
803,Electro Scientific Industries Inc.,ESIO,6.55,$199.08M,199080000,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esio
804,Electronic Arts Inc.,EA,57.67,$17.88B,17880000000,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ea
805,Electronics for Imaging Inc.,EFII,40,$1.88B,1880000000,1992,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/efii
806,Electro-Sensors Inc.,ELSE,4.031,$13.69M,13690000,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/else
807,Eleven Biotherapeutics Inc.,EBIO,10.85,$176.74M,176740000,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ebio
808,Elizabeth Arden Inc.,RDEN,16.75,$499.35M,499350000,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/rden
809,Elmira Savings Bank NY (The),ESBK,21.14,$52.91M,52910000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/esbk
810,eLong Inc.,LONG,16.71,$588.52M,588520000,2004,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/long
811,Eltek Ltd.,ELTK,1.21,$12.27M,12270000,1997,Technology,Electrical Products,http://www.nasdaq.com/symbol/eltk
812,EMC Insurance Group Inc.,EMCI,30,$406.39M,406390000,1982,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/emci
813,Emclaire Financial Corp,EMCF,25.16,$44.59M,44590000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/emcf
814,EMCORE Corporation,EMKR,5.5,$176.59M,176590000,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/emkr
815,Emmis Communications Corporation,EMMS,2.14,$93.24M,93240000,1994,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/emms
816,Empire Resorts Inc.,NYNY,6.2,$244.94M,244940000,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/nyny
817,Empire Resources Inc.,ERS,4.4675,$40.1M,40100000,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/ers
818,Enanta Pharmaceuticals Inc.,ENTA,35.9,$670.63M,670630000,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/enta
819,Encore Capital Group Inc,ECPG,43.01,$1.11B,1110000000,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/ecpg
820,Encore Wire Corporation,WIRE,34.19,$708.42M,708420000,1992,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/wire
821,Endo International plc,ENDP,86.32,$14.91B,14910000000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/endp
822,Endocyte Inc.,ECYT,5.69,$237.33M,237330000,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ecyt
823,Endologix Inc.,ELGX,14.82,$992.77M,992770000,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/elgx
824,EndoStim Inc.,STIM,n/a,n/a,0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stim
825,Endurance International Group Holdings Inc.,EIGI,19.89,$2.63B,2630000000,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/eigi
826,Energous Corporation,WATT,9.18,$117.33M,117330000,2014,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/watt
827,Energy Focus Inc.,EFOI,4.68,$44.09M,44090000,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/efoi
828,Energy Recovery Inc.,ERII,3.36,$174.31M,174310000,2008,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/erii
829,Energy XXI Ltd.,EXXI,4.26,$402.09M,402090000,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/exxi
830,EnerNOC Inc.,ENOC,17.86,$521.07M,521070000,2007,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/enoc
831,ENGlobal Corporation,ENG,1.84,$51.03M,51030000,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/eng
832,Enphase Energy Inc.,ENPH,13.3,$580.21M,580210000,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/enph
833,Enstar Group Limited,ESGR,136.88,$2.63B,2630000000,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/esgr
834,Entegra Financial Corp.,ENFC,15.8,$103.43M,103430000,2014,Finance,Banks,http://www.nasdaq.com/symbol/enfc
835,Entegris Inc.,ENTG,13.71,$1.91B,1910000000,2000,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/entg
836,Entellus Medical Inc.,ENTL,23.09,$431.29M,431290000,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/entl
837,EnteroMedics Inc.,ETRM,1.15,$79.47M,79470000,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/etrm
838,Enterprise Bancorp Inc,EBTC,21.33,$216.82M,216820000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ebtc
839,Enterprise Financial Services Corporation,EFSC,20.27,$401.04M,401040000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/efsc
840,Entertainment Gaming Asia Incorporated,EGT,0.5203,$15.66M,15660000,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/egt
841,Entropic Communications Inc.,ENTR,2.95,$265.72M,265720000,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/entr
842,Envivio Inc.,ENVI,1.36,$37.69M,37690000,2012,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/envi
843,Enzon Pharmaceuticals Inc.,ENZN,1.1,$48.56M,48560000,1984,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/enzn
844,Enzymotec Ltd.,ENZY          ,7.06,$156.13M,156130000,2013,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/enzy
845,EPIQ Systems Inc.,EPIQ,18.28,$665.53M,665530000,1997,Technology,EDP Services,http://www.nasdaq.com/symbol/epiq
846,EPIRUS Biopharmaceuticals Inc.,EPRS,8.64,$194.69M,194690000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/eprs
847,Epizyme Inc.,EPZM,22.76,$777.56M,777560000,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/epzm
848,ePlus inc.,PLUS,80.59,$595.59M,595590000,1996,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/plus
849,Equinix Inc.,EQIX,235.38,$12.55B,12550000000,2000,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/eqix
850,Erickson Incorporated,EAC           ,7.2,$99.45M,99450000,2012,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/eac
851,Ericsson,ERIC,13.02,$42.17B,42170000000,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/eric
852,Erie Indemnity Company,ERIE,92.49,$4.27B,4270000000,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/erie
853,Escalade Incorporated,ESCA,15.52,$216.53M,216530000,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/esca
854,Escalera Resources Co.,ESCR,0.7298,$10.43M,10430000,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/escr
855,Escalon Medical Corp.,ESMC,1.47,$11.06M,11060000,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/esmc
856,Esperion Therapeutics Inc.,ESPR,65.98,$1.34B,1340000000,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/espr
857,ESSA Bancorp Inc.,ESSA,12.15,$138.93M,138930000,n/a,Finance,Banks,http://www.nasdaq.com/symbol/essa
858,Essex Rental Corporation,ESSX,1.2676,$31.45M,31450000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/essx
859,ETRE REIT LLC,ECAV,n/a,n/a,0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ecav
860,Euro Tech Holdings Company Limited,CLWT,2.6,$5.8M,5800000,1997,Consumer Durables,Diversified Electronic Products,http://www.nasdaq.com/symbol/clwt
861,Euronet Worldwide Inc.,EEFT,54.33,$2.86B,2860000000,1997,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/eeft
862,Euroseas Ltd.,ESEA,0.7568,$43.22M,43220000,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/esea
863,EV Energy Partners L.P.,EVEP,16.42,$797.55M,797550000,2006,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/evep
864,Ever-Glory International Group Inc.,EVK,6.3,$93.14M,93140000,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/evk
865,EveryWare Global Inc.,EVRY,1.06,$23.45M,23450000,2012,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/evry
866,EVINE Live Inc.,EVLV,6.56,$369.7M,369700000,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/evlv
867,Evoke Pharma Inc.,EVOK,5.68,$34.72M,34720000,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/evok
868,Evolving Systems Inc.,EVOL,8.56,$99.84M,99840000,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/evol
869,Exa Corporation,EXA,10.4,$143.91M,143910000,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/exa
870,EXACT Sciences Corporation,EXAS,25.655,$2.17B,2170000000,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/exas
871,Exactech Inc.,EXAC,23.18,$320.07M,320070000,1996,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/exac
872,Exceed Company Ltd.,EDS,1.56,$51.7M,51700000,n/a,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/eds
873,Exelixis Inc.,EXEL,2.74,$534.89M,534890000,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/exel
874,EXFO Inc,EXFO,3.74,$107.47M,107470000,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/exfo
875,ExlService Holdings Inc.,EXLS,32.2,$1.06B,1060000000,2006,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/exls
876,Expedia Inc.,EXPE,92.3,$11.7B,11700000000,n/a,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/expe
877,Expeditors International of Washington Inc.,EXPD,45.505,$8.78B,8780000000,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/expd
878,Exponent Inc.,EXPO,88.06,$1.13B,1130000000,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/expo
879,Express Scripts Holding Company,ESRX,86.08,$63.17B,63170000000,1992,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/esrx
